Customer_ID,Age,Annual_Income_INR,Employment_Years,Employment_Type,Education,Marital_Status,Home_Ownership,Loan_Amount,Loan_Term_Months,Existing_Debt,Debt_To_Income_Ratio,Credit_History_Years,Missed_Payments,Credit_Utilization_Percent,Number_of_Credit_Cards,Number_of_Active_Loans,Savings_Balance,Checking_Balance,Creditworthy_Target
2078,42,538311,19,Self-Employed,Master,Divorced,Rent,380953,36,1271609,306.99,27,0,56.1,2,2,910359,916292,0
2079,33,715582,1,Salaried,High School,Married,Rent,475036,60,715830,166.42,2,2,100.0,7,4,2817797,963877,0
2080,27,884311,1,Self-Employed,PhD,Single,Own,808356,84,1446990,255.04,3,1,65.5,4,5,1844849,859504,0
2081,61,972082,35,Business,High School,Married,Mortgage,258156,24,444999,72.33,25,2,51.6,1,2,1948831,665332,1
2082,25,2242005,0,Unemployed,Bachelor,Single,Own,588770,24,492483,48.23,29,3,50.1,6,1,561830,228697,1
2083,36,1879496,5,Business,High School,Married,Own,1736695,72,55087,95.33,14,0,38.7,0,4,2843214,268076,1
2084,53,1442307,33,Salaried,Bachelor,Divorced,Mortgage,72018,48,1107945,81.81,4,0,47.6,5,5,202006,154059,1
2085,27,1433852,0,Salaried,High School,Married,Rent,897968,36,110206,70.31,4,0,50.5,7,0,1485425,800271,1
2086,53,2235261,22,Self-Employed,Bachelor,Divorced,Rent,976697,36,428061,62.85,7,2,5.7,4,1,2098454,334549,1
2087,56,1216564,24,Business,Bachelor,Single,Rent,2914063,36,1365828,351.8,20,3,48.9,7,4,2636640,226069,0
2088,53,702574,19,Business,Bachelor,Married,Own,2923827,48,916429,546.6,2,0,47.0,4,0,820111,725911,0
2089,35,497605,4,Self-Employed,Master,Married,Rent,2544144,72,838168,679.72,19,4,80.1,4,5,1001660,565005,0
2090,21,945656,0,Business,Master,Single,Rent,1058614,60,1207184,239.6,24,1,42.4,0,1,113882,245934,0
2091,64,1695640,38,Salaried,Bachelor,Married,Own,1605564,12,1157239,162.94,4,1,29.7,1,2,1983595,373041,1
2092,37,1272608,12,Salaried,Bachelor,Single,Mortgage,1537699,12,1329729,225.32,29,0,50.4,5,3,590884,481019,1
2093,60,1158535,28,Salaried,High School,Married,Own,2587512,60,997911,309.48,29,0,46.5,5,2,1851554,799108,1
2094,30,1293785,5,Salaried,High School,Married,Mortgage,2250510,72,673074,225.97,8,2,42.4,4,0,254647,6673,0
2095,28,2441709,0,Self-Employed,High School,Single,Rent,2724396,84,195992,119.6,3,1,19.4,1,0,1460508,759489,1
2096,59,2494543,38,Salaried,Bachelor,Divorced,Mortgage,1675686,84,554633,89.41,9,1,41.9,0,2,1435657,78811,1
2097,67,554198,43,Self-Employed,High School,Married,Mortgage,2761636,60,1057866,689.19,7,2,33.4,0,1,1504447,863894,0
2098,63,445513,40,Self-Employed,High School,Married,Mortgage,2243594,24,380177,588.93,8,2,40.7,0,5,926006,117899,0
2099,57,746795,31,Business,Bachelor,Divorced,Mortgage,2229547,12,1006461,433.32,27,1,59.6,1,3,510363,246947,0
2100,33,2156558,6,Unemployed,High School,Married,Mortgage,2001825,72,200125,102.1,4,2,31.5,7,0,2327519,369167,1
2101,65,1246075,35,Self-Employed,High School,Married,Mortgage,1040210,84,90622,90.75,9,1,40.6,6,4,2718081,997556,1
2102,53,2183742,27,Self-Employed,Bachelor,Single,Own,1845260,36,547376,109.57,23,1,55.8,1,3,830543,398163,1
2103,29,1680462,7,Self-Employed,High School,Married,Mortgage,1101923,12,344816,86.09,1,1,39.6,2,0,1362629,805370,1
2104,27,1463420,0,Salaried,Bachelor,Married,Rent,1966464,72,1307966,223.75,1,0,97.2,7,2,326953,256431,0
2105,63,833114,43,Self-Employed,Master,Married,Mortgage,801633,36,567409,164.33,9,0,50.0,3,4,454407,386703,1
2106,34,978166,2,Business,Bachelor,Divorced,Rent,2407534,60,628214,310.35,29,1,20.2,2,3,1057630,517152,0
2107,58,522705,27,Salaried,High School,Single,Own,1735532,24,605256,447.82,25,0,28.2,2,3,2112985,127663,0
2108,27,1384604,4,Salaried,Master,Married,Own,2145064,36,475939,189.3,27,1,26.2,3,2,2018613,30069,1
2109,34,830466,11,Salaried,Bachelor,Married,Own,704283,72,1376587,250.57,25,2,28.5,4,4,2181483,349425,1
2110,34,858525,14,Salaried,Bachelor,Single,Rent,2385736,72,1108698,407.03,3,0,55.7,4,5,266950,786226,0
2111,34,271748,9,Self-Employed,Bachelor,Married,Rent,2417684,24,238270,977.36,12,0,22.9,4,1,135351,106182,0
2112,54,2033929,34,Business,Master,Married,Own,479513,72,323376,39.47,15,2,38.4,5,2,825285,818378,1
2113,65,2359086,31,Salaried,Bachelor,Married,Own,1082548,24,121511,51.04,4,1,67.9,2,5,998460,615372,1
2114,65,1336007,43,Salaried,High School,Single,Own,2049137,72,384430,182.15,29,1,34.6,3,3,1542041,274153,1
2115,57,1423594,28,Self-Employed,Bachelor,Single,Mortgage,2626956,36,984861,253.71,18,0,58.4,6,1,1752782,112922,1
2116,30,2327953,2,Business,High School,Single,Rent,2224214,60,1403862,155.85,25,1,11.3,2,0,564056,550653,1
2117,68,1366639,45,Salaried,Bachelor,Single,Own,1441504,36,722457,158.34,7,3,37.6,7,4,2464747,430512,1
2118,47,1624643,15,Salaried,Master,Married,Rent,934900,12,122384,65.08,21,0,27.3,3,2,2239919,108708,1
2119,47,1173181,26,Salaried,Bachelor,Married,Own,2734406,72,71077,239.13,3,1,51.0,3,4,931815,667567,0
2120,55,1373220,22,Salaried,High School,Married,Rent,2630003,12,621946,236.81,0,0,24.3,5,0,1937465,837112,0
2121,58,1390724,27,Salaried,Bachelor,Married,Mortgage,2695630,48,397032,222.38,19,1,86.4,3,3,898964,453070,1
2122,67,1829680,38,Salaried,Master,Married,Own,948899,12,865126,99.14,2,2,12.2,3,3,181746,451439,1
2123,49,1581714,16,Salaried,High School,Married,Mortgage,1337451,48,177431,95.77,8,1,67.7,2,2,2209703,881650,1
2124,50,1349124,24,Salaried,Bachelor,Married,Rent,769304,12,345391,82.62,23,2,62.6,4,2,258483,387396,1
2125,57,355952,33,Salaried,High School,Married,Own,2865899,24,833755,1039.37,14,1,51.2,0,1,657613,240992,0
2126,33,2278454,11,Business,Master,Single,Own,2607935,84,421518,132.96,11,0,46.1,3,4,908689,847136,1
2127,36,2240806,3,Unemployed,High School,Divorced,Own,561138,84,547057,49.46,8,1,82.1,6,1,2687996,523892,1
2128,51,607914,25,Business,Bachelor,Married,Own,778708,48,332768,182.83,20,0,94.4,2,2,1758270,937756,1
2129,24,860483,0,Salaried,Bachelor,Divorced,Own,1678547,36,77260,204.05,28,0,40.9,4,5,2371246,913180,1
2130,36,2438168,12,Salaried,Bachelor,Married,Mortgage,1275732,60,517778,73.56,22,3,48.2,2,3,2724164,810916,1
2131,56,924864,22,Salaried,Master,Single,Own,1406716,36,494582,205.58,10,2,34.0,7,0,2679165,353199,0
2132,68,2064282,35,Salaried,Master,Married,Mortgage,1135372,24,1347758,120.29,12,1,21.6,1,0,1827558,717710,1
2133,46,2002936,22,Business,High School,Single,Rent,2038109,24,1339079,168.61,3,2,54.3,6,3,1061237,472709,1
2134,40,2176901,13,Self-Employed,High School,Single,Rent,2699282,60,647381,153.74,4,0,50.0,6,4,1211026,764279,0
2135,42,217121,11,Salaried,Bachelor,Married,Rent,2755804,84,431975,1468.2,8,2,12.8,3,2,497207,932844,0
2136,54,1300346,31,Salaried,High School,Divorced,Mortgage,1392945,60,626743,155.32,11,1,54.1,7,5,1765898,732559,1
2137,47,1491986,27,Salaried,High School,Married,Mortgage,2492279,60,911845,228.16,29,2,50.7,7,5,1755173,499313,1
2138,22,2122307,0,Business,High School,Married,Own,2098211,72,579871,126.19,26,2,33.0,0,2,2916909,992602,1
2139,47,700763,19,Self-Employed,High School,Married,Rent,630879,12,1134221,251.88,3,2,31.7,4,1,569906,864241,0
2140,40,891715,18,Salaried,Bachelor,Single,Own,2392414,60,1446173,430.47,9,0,53.5,1,0,2270569,244806,0
2141,55,597369,30,Salaried,High School,Single,Own,1083730,24,605019,282.7,1,0,77.2,7,0,798339,940460,0
2142,63,1947719,30,Salaried,High School,Married,Own,1902315,36,175949,106.7,1,2,53.0,7,3,235909,479682,1
2143,68,2497384,45,Self-Employed,Master,Single,Rent,2175875,48,181218,94.38,11,0,60.6,3,2,1201702,256102,1
2144,50,505844,30,Salaried,High School,Single,Own,2833898,72,1307813,818.77,28,1,28.4,2,0,2891499,294883,0
2145,38,720827,12,Self-Employed,High School,Married,Mortgage,2847538,24,624144,481.62,5,1,36.7,6,0,1388185,785840,0
2146,42,892360,22,Salaried,Bachelor,Single,Mortgage,2417397,84,490741,325.89,20,2,57.2,3,2,557658,385227,0
2147,29,2242550,9,Salaried,Master,Single,Rent,1542658,60,929096,110.22,11,0,17.8,5,3,967239,653754,1
2148,66,1214099,44,Self-Employed,Master,Married,Rent,1230609,36,1434767,219.54,16,0,49.1,5,0,2084321,444790,1
2149,62,834089,41,Unemployed,High School,Divorced,Rent,1351621,36,636980,238.42,26,2,54.9,2,2,854159,986719,0
2150,62,927781,30,Unemployed,Bachelor,Single,Own,2854894,12,472840,358.68,24,2,44.2,2,2,694577,136498,0
2151,37,1567636,16,Self-Employed,Bachelor,Married,Rent,654847,36,1294081,124.32,24,2,51.4,7,0,740180,585570,1
2152,36,1077879,9,Self-Employed,Bachelor,Married,Own,1597495,12,124311,159.74,12,1,46.2,3,5,245930,355709,0
2153,62,505750,32,Salaried,Bachelor,Married,Own,2054697,72,1266405,656.67,1,0,32.6,3,1,2070407,792777,0
2154,47,2082643,18,Business,High School,Married,Rent,116603,72,780062,43.05,29,0,21.4,7,0,961758,942958,1
2155,55,1159581,26,Salaried,Master,Married,Own,1922937,48,30239,168.44,29,0,43.2,4,0,917635,345693,1
2156,45,775488,20,Self-Employed,Bachelor,Married,Rent,817039,84,341798,149.43,25,2,71.1,4,2,985242,907713,1
2157,42,1869966,9,Salaried,Bachelor,Single,Rent,877904,12,1018836,101.43,14,0,65.5,3,4,2083193,606391,1
2158,51,1909052,30,Business,Bachelor,Married,Rent,1884102,84,1129484,157.86,8,1,38.1,5,1,2622358,55104,1
2159,60,539684,39,Self-Employed,Bachelor,Single,Own,76226,36,293434,68.5,5,0,37.7,0,4,2228654,778580,1
2160,37,351012,5,Salaried,Master,Married,Own,512603,72,985958,426.93,11,0,36.2,1,1,1703173,551430,0
2161,60,285360,39,Business,High School,Married,Own,1392160,84,1483901,1007.87,10,2,36.2,6,1,2142689,966913,0
2162,32,1956514,10,Salaried,High School,Married,Rent,1773000,12,1029703,143.25,8,0,50.8,2,3,680926,458957,1
2163,40,1631720,18,Salaried,Bachelor,Married,Rent,371901,72,1053673,87.37,28,0,66.1,7,4,2743311,251840,1
2164,65,2017493,45,Salaried,High School,Married,Mortgage,1116714,84,290234,69.74,19,1,90.3,7,4,1837610,172801,1
2165,67,1633263,45,Salaried,High School,Single,Own,957264,72,956243,117.16,6,3,28.4,3,3,2863456,78894,1
2166,66,1111941,38,Business,High School,Married,Mortgage,1626437,24,1062945,241.86,19,2,58.0,7,5,803598,705510,1
2167,36,1547772,7,Salaried,Master,Married,Own,936760,72,165964,71.25,21,1,55.8,5,5,440581,976304,1
2168,62,1856148,41,Business,PhD,Single,Rent,55530,24,466996,28.15,15,1,38.4,6,1,2144222,646921,1
2169,66,1105320,32,Salaried,Bachelor,Single,Mortgage,1613726,12,1323887,265.77,28,1,24.5,3,3,961761,602641,0
2170,68,2303121,45,Salaried,Master,Single,Mortgage,2552842,60,1498011,175.89,28,2,50.5,0,0,623479,28249,1
2171,22,2267086,0,Self-Employed,Master,Married,Rent,1774989,12,259806,89.75,12,1,87.4,4,0,2363000,17250,1
2172,57,2037654,25,Salaried,Master,Single,Own,1117680,48,1097651,108.72,14,1,50.4,6,2,1598889,499120,1
2173,69,2482058,42,Salaried,High School,Married,Rent,1473003,12,752436,89.66,6,1,29.3,0,4,2345409,519989,1
2174,58,1085835,31,Salaried,High School,Divorced,Mortgage,463467,72,885617,124.24,23,1,41.9,0,3,731035,425658,1
2175,32,444725,11,Salaried,Bachelor,Single,Own,748061,12,766391,340.54,27,2,22.2,6,0,212829,936043,0
2176,58,1303375,35,Self-Employed,Master,Single,Own,1341851,60,1300676,202.74,19,1,45.4,4,4,1229242,330021,1
2177,26,1910464,0,Salaried,Master,Divorced,Rent,1797391,72,667668,129.03,6,0,58.7,4,3,2886111,984424,1
2178,44,1988109,19,Self-Employed,High School,Married,Rent,1484223,12,883967,119.12,15,1,31.1,5,4,1757371,263508,1
2179,51,1081365,31,Self-Employed,Master,Single,Rent,2890517,12,1003909,360.14,23,2,1.0,5,3,2568613,325711,1
2180,43,858819,13,Self-Employed,High School,Single,Own,1930337,84,829124,321.31,1,0,50.5,3,5,2529130,299263,0
2181,55,1213496,25,Self-Employed,Bachelor,Married,Mortgage,117827,48,1319447,118.44,17,1,35.0,4,2,2697612,781909,1
2182,32,2045007,12,Salaried,Master,Married,Mortgage,1597459,48,355973,95.52,19,2,30.0,3,0,1376622,331052,1
2183,50,320583,30,Unemployed,Bachelor,Married,Rent,1769278,24,1422008,995.46,16,2,29.8,1,3,613154,458698,0
2184,52,941125,31,Salaried,Bachelor,Married,Own,178394,48,1017167,127.04,19,2,53.0,5,5,2699336,111499,1
2185,52,713321,32,Self-Employed,High School,Single,Own,1185804,72,1440083,368.12,26,3,36.8,3,0,1502759,398009,0
2186,35,2049898,6,Salaried,PhD,Married,Rent,2620961,72,561966,155.27,3,1,63.6,7,5,960006,199970,1
2187,35,1269606,14,Business,High School,Single,Mortgage,1102836,72,718260,143.44,17,0,64.0,3,4,1321626,758193,1
2188,33,381377,4,Self-Employed,Bachelor,Married,Rent,1396701,36,64623,383.17,23,4,39.6,1,0,2347576,812830,0
2189,43,787345,21,Salaried,High School,Married,Own,702423,72,1385970,265.24,24,3,34.6,6,3,1080896,269967,0
2190,49,283001,15,Business,High School,Single,Mortgage,277113,48,1224092,530.46,14,2,47.6,1,1,2494656,988117,0
2191,38,1283289,8,Salaried,High School,Married,Rent,988698,36,444456,111.68,29,1,42.1,7,3,682065,426377,1
2192,41,2494607,16,Business,High School,Single,Mortgage,2329843,36,77809,96.51,9,0,9.9,5,4,953149,834815,1
2193,35,1495976,9,Salaried,High School,Single,Rent,2950341,84,1045262,267.09,13,3,83.3,3,2,418819,246531,0
2194,31,2197140,11,Salaried,High School,Single,Rent,1997455,24,1008450,136.81,24,0,59.3,1,2,2613638,858989,1
2195,53,1902814,33,Salaried,Master,Married,Own,2501116,84,791513,173.04,13,4,35.7,1,0,2611525,142637,1
2196,60,2228206,32,Salaried,High School,Divorced,Own,1965841,84,235081,98.78,10,1,6.7,1,0,621331,361747,1
2197,35,901556,15,Salaried,Bachelor,Single,Mortgage,1993230,60,1377585,373.89,16,2,41.4,6,4,1591306,379298,1
2198,63,2386969,34,Business,Bachelor,Single,Rent,1309396,12,648854,82.04,18,2,33.2,1,2,2374604,186248,1
2199,48,733650,23,Salaried,Master,Single,Rent,230567,60,1086846,179.57,29,0,43.8,0,5,1802479,959228,1
2200,29,1196893,7,Salaried,Bachelor,Married,Rent,1260966,12,1288637,213.02,18,3,1.7,1,3,1936055,293797,1
2201,38,1760555,10,Salaried,High School,Single,Own,2601376,36,822488,194.48,5,1,35.6,4,2,784803,418881,0
2202,21,845458,0,Business,High School,Divorced,Mortgage,1632198,12,141629,209.81,1,1,36.8,3,5,87684,16692,0
2203,22,793539,0,Salaried,High School,Married,Own,2297810,72,1331573,457.37,29,1,41.2,2,0,2805159,683224,1
2204,37,481657,15,Business,Bachelor,Married,Rent,199253,48,1000726,249.14,12,0,40.3,7,4,2739579,179544,1
2205,43,189748,15,Self-Employed,Bachelor,Single,Rent,643686,84,1341573,1046.26,6,1,46.0,2,0,2809129,285072,0
2206,60,1342805,28,Self-Employed,Master,Married,Rent,931925,60,918928,137.83,6,0,75.4,6,5,129507,917090,0
2207,27,2469278,3,Salaried,Master,Married,Rent,1110060,36,1361179,100.08,3,0,34.7,0,3,2014350,865357,1
2208,62,690512,30,Salaried,Master,Married,Mortgage,2964287,72,1301294,617.74,5,3,26.8,4,2,752730,114749,0
2209,32,1201170,2,Salaried,High School,Married,Mortgage,1412668,36,323452,144.54,23,3,10.5,1,3,961658,624900,1
2210,27,2350477,1,Self-Employed,Bachelor,Married,Mortgage,2003467,24,259102,96.26,19,0,34.8,0,4,1238375,747342,1
2211,55,1971763,22,Salaried,High School,Divorced,Rent,1951135,24,240345,111.14,17,0,17.0,5,1,698532,950454,1
2212,58,189287,24,Salaried,Master,Single,Own,1285855,60,1199681,1313.1,0,1,64.2,5,0,1784494,240878,0
2213,50,1341383,27,Salaried,Bachelor,Married,Mortgage,2900665,84,360579,243.13,20,1,43.1,4,5,1785813,325952,1
2214,26,512216,0,Salaried,Bachelor,Single,Own,705971,72,675181,269.64,29,3,63.8,3,3,2784574,236901,0
2215,26,753084,6,Salaried,Bachelor,Married,Mortgage,151866,48,1181963,177.12,27,2,74.3,2,1,2498637,538033,1
2216,40,751823,19,Salaried,Bachelor,Married,Own,2248367,12,642965,384.58,11,1,27.7,6,5,2106942,603192,0
2217,43,1600947,23,Unemployed,Bachelor,Married,Mortgage,1978720,84,92779,129.39,18,1,38.1,1,0,2900951,191045,1
2218,69,641579,44,Business,Master,Single,Mortgage,817856,36,542676,212.06,8,1,71.6,3,5,1284701,22681,0
2219,35,764329,1,Salaried,High School,Married,Rent,2610490,60,141885,360.1,26,1,48.8,7,0,204571,135884,0
2220,30,703805,1,Salaried,Master,Single,Mortgage,528991,36,578361,157.34,27,1,55.4,5,3,2637489,208693,1
2221,67,1007974,38,Salaried,Bachelor,Married,Own,790351,36,1105078,188.04,6,3,65.7,6,0,1002589,585359,0
2222,28,1702030,7,Self-Employed,High School,Single,Rent,505818,36,779939,75.54,14,2,62.9,1,0,1339164,200379,1
2223,22,1107923,0,Salaried,Bachelor,Married,Own,599420,60,1012315,145.47,7,4,53.2,0,1,1173448,803416,0
2224,41,939828,16,Salaried,High School,Single,Mortgage,2201326,48,160199,251.27,18,0,72.9,6,1,2733318,642219,1
2225,40,1380837,13,Salaried,Bachelor,Single,Rent,2125281,24,1125218,235.4,8,3,43.6,4,0,1107076,199794,1
2226,51,1606856,28,Salaried,High School,Married,Own,1946290,36,637598,160.8,20,1,55.4,6,4,2051847,990516,1
2227,64,215632,41,Salaried,Master,Single,Own,2589247,48,430490,1400.41,29,2,41.5,6,4,2003328,702916,0
2228,66,2245398,32,Self-Employed,Bachelor,Married,Mortgage,255927,60,977971,54.95,26,1,65.4,2,1,1667950,870015,1
2229,35,2306119,7,Salaried,High School,Married,Mortgage,1880257,48,202251,90.3,5,2,31.0,0,4,1641619,671554,1
2230,69,1577931,43,Salaried,Bachelor,Married,Mortgage,389376,24,747288,72.04,3,2,11.3,7,1,216635,660263,1
2231,52,1513077,31,Business,PhD,Married,Own,2869208,60,633271,231.48,24,1,58.1,2,1,2674122,482548,1
2232,24,1791316,0,Salaried,High School,Married,Rent,1919848,72,248744,121.06,2,3,24.6,1,5,1000532,656064,0
2233,66,1202806,39,Salaried,Bachelor,Married,Rent,2291786,36,1428306,309.28,12,0,22.6,4,3,667653,766911,1
2234,27,1027967,2,Salaried,Master,Single,Rent,1734792,60,544577,221.74,29,0,70.3,0,0,658315,986318,0
2235,49,998242,19,Salaried,High School,Single,Mortgage,1181821,48,61152,124.52,13,2,64.3,0,4,1197995,593906,1
2236,59,550593,38,Salaried,Master,Single,Own,2073697,36,664442,497.31,0,2,38.1,6,2,1871483,753729,0
2237,33,2131511,6,Self-Employed,PhD,Divorced,Rent,2515466,84,1449991,186.04,29,2,1.0,0,0,1623479,946499,1
2238,34,923755,2,Self-Employed,Bachelor,Single,Own,575214,84,1003312,170.88,21,1,55.7,4,1,2505404,610427,1
2239,44,839810,18,Salaried,Bachelor,Single,Rent,2621951,24,955111,425.94,9,4,58.3,3,1,2450390,763705,0
2240,64,2417135,44,Salaried,PhD,Single,Own,2193434,60,1351149,146.64,18,1,55.3,0,0,1006643,188872,1
2241,31,1355559,8,Salaried,High School,Single,Own,303239,84,125875,31.66,18,1,54.4,7,4,2469718,886593,1
2242,53,1622602,33,Self-Employed,High School,Single,Own,2811484,48,825563,224.15,16,1,41.4,1,1,2045500,978973,1
2243,43,749433,16,Salaried,High School,Married,Own,581688,48,481225,141.83,28,2,36.8,5,0,2578116,361368,1
2244,26,823825,1,Salaried,Bachelor,Married,Rent,1823098,84,1014552,344.45,23,1,22.9,1,1,943,887449,0
2245,55,1869746,34,Self-Employed,Bachelor,Married,Rent,432303,60,1279098,91.53,7,2,31.1,4,4,1557404,810999,1
2246,61,1226123,31,Salaried,Master,Married,Mortgage,628583,72,115784,60.71,29,1,51.4,1,3,1876367,232973,1
2247,49,522767,27,Salaried,High School,Married,Rent,1946833,12,237277,417.8,28,0,51.8,7,4,724798,992024,0
2248,29,2118390,4,Salaried,Bachelor,Married,Rent,2054654,60,1431700,164.58,1,1,60.8,3,2,1966271,584653,1
2249,28,1114406,0,Business,Bachelor,Single,Mortgage,2076556,24,737942,252.56,8,4,16.9,0,4,2178766,163464,0
2250,41,1730789,21,Business,High School,Married,Rent,1062090,24,472813,88.68,18,0,11.8,0,2,416776,108090,1
2251,45,971757,22,Business,Master,Married,Mortgage,2469637,72,228361,277.64,26,2,37.4,4,3,2864020,511179,1
2252,48,1480714,24,Salaried,High School,Married,Mortgage,195398,84,531437,49.09,21,0,24.6,4,5,2837302,520634,1
2253,32,1979462,5,Salaried,High School,Single,Mortgage,2570149,84,7498,130.22,17,1,48.7,2,3,855898,862335,1
2254,45,2233577,22,Business,High School,Married,Own,941899,72,334264,57.14,9,2,18.8,4,2,599198,510450,1
2255,35,661039,1,Business,Master,Single,Own,1880897,48,274510,326.06,2,0,68.6,6,5,595144,396626,0
2256,54,1740059,34,Salaried,Bachelor,Single,Own,2721476,48,127005,163.7,26,2,28.6,5,3,109555,316683,1
2257,60,2301963,26,Salaried,Master,Married,Rent,803685,24,1453539,98.06,15,1,76.9,5,5,67427,508233,1
2258,52,1671132,24,Salaried,Bachelor,Married,Rent,1262860,72,1185070,146.48,13,0,55.5,7,3,937125,266009,1
2259,21,511968,1,Salaried,Master,Married,Own,2493564,72,1410570,762.57,29,1,23.9,1,4,1999403,747627,0
2260,69,620262,45,Salaried,Bachelor,Married,Rent,2600762,12,360735,477.46,4,4,86.9,0,3,2043307,135761,0
2261,22,650501,1,Salaried,Master,Married,Rent,743898,84,432635,180.87,7,0,50.3,0,5,1635045,824697,0
2262,69,426821,45,Salaried,Master,Married,Rent,1550545,36,424031,462.62,25,1,48.3,0,1,1950192,216109,0
2263,22,1928659,0,Self-Employed,Bachelor,Married,Own,1033327,60,837766,97.02,8,1,43.7,2,3,404143,199530,0
2264,46,2419129,17,Salaried,High School,Married,Own,1575085,12,272694,76.38,28,1,54.3,1,5,2984746,974076,1
2265,26,1379160,2,Salaried,PhD,Single,Rent,1168514,24,353225,110.34,25,0,55.5,7,1,598547,391109,1
2266,25,1569351,0,Business,Bachelor,Divorced,Own,65388,60,1462327,97.35,2,2,27.7,2,2,1100463,680028,1
2267,54,1974984,30,Salaried,Bachelor,Married,Rent,2777341,36,528259,167.37,13,2,40.7,1,0,1986667,394505,1
2268,56,1144385,33,Business,Bachelor,Single,Rent,1929457,12,1171552,270.98,22,1,47.3,4,3,382147,981831,1
2269,26,1276101,2,Salaried,Bachelor,Married,Rent,1411918,84,343433,137.56,14,1,56.7,3,2,1308052,152824,0
2270,68,1546528,44,Salaried,Bachelor,Married,Mortgage,368050,84,1394849,113.99,6,0,57.0,0,3,2801951,465776,1
2271,36,886771,4,Salaried,Bachelor,Married,Own,260245,24,1040747,146.71,1,1,48.3,7,1,699692,91151,0
2272,36,323403,13,Business,Bachelor,Single,Own,1462307,60,1292585,851.84,0,1,34.0,5,4,1858815,571253,0
2273,35,1497233,11,Salaried,Master,Married,Mortgage,1964809,24,774549,182.96,5,1,33.0,6,5,1817469,744694,1
2274,43,2087335,9,Salaried,Bachelor,Married,Rent,817934,72,1359445,104.31,7,0,21.2,7,3,231083,468484,1
2275,29,349889,0,Salaried,Bachelor,Married,Own,2245959,60,543978,797.38,9,1,56.9,7,3,157997,851992,0
2276,41,682617,19,Business,High School,Single,Rent,1207529,72,718551,282.16,25,2,32.7,1,2,439175,768417,0
2277,31,790141,0,Salaried,Bachelor,Married,Rent,82657,48,92369,22.15,15,1,41.2,6,1,48608,951918,1
2278,23,2046546,1,Salaried,High School,Married,Rent,1634378,12,255812,92.36,4,5,49.8,0,2,1594889,995750,0
2279,39,1350670,17,Self-Employed,Bachelor,Single,Mortgage,584155,24,1156797,128.9,2,0,45.1,2,2,782633,956294,1
2280,53,1419757,27,Salaried,Master,Single,Own,92669,84,490320,41.06,3,0,44.9,6,4,1795083,433141,1
2281,58,1677010,28,Salaried,High School,Married,Rent,433833,60,153008,34.99,9,1,26.9,5,4,868556,994684,1
2282,38,821647,16,Salaried,Bachelor,Married,Own,889521,36,438677,161.65,22,2,50.4,6,1,1050371,661002,1
2283,36,1835425,5,Salaried,High School,Divorced,Rent,1568839,84,529201,114.31,1,0,38.7,6,3,313105,82993,1
2284,59,250087,37,Salaried,PhD,Divorced,Rent,2969355,48,1075700,1617.46,12,0,43.3,0,5,2385680,82351,0
2285,54,443828,23,Salaried,High School,Married,Mortgage,693964,72,135754,186.95,13,2,68.2,4,2,344598,396797,0
2286,61,2072733,40,Self-Employed,Master,Married,Rent,219327,72,38509,12.44,4,0,55.1,4,5,2738395,556451,1
2287,65,1707037,39,Self-Employed,Bachelor,Single,Mortgage,614219,12,1086173,99.61,1,1,33.6,1,2,503409,82156,1
2288,61,589387,32,Self-Employed,PhD,Married,Own,992210,84,213063,204.5,6,1,42.0,1,0,2971764,576618,1
2289,66,1197911,43,Salaried,Bachelor,Married,Rent,655478,84,629482,107.27,4,0,77.0,3,1,2173826,677889,1
2290,41,300187,12,Salaried,Bachelor,Married,Mortgage,998193,84,1024327,673.75,23,3,38.9,5,1,2470099,693378,0
2291,40,1738690,10,Self-Employed,Bachelor,Divorced,Own,2908719,60,771236,211.65,27,3,45.8,6,3,2418497,972391,1
2292,36,1933636,7,Unemployed,Bachelor,Single,Mortgage,1169188,60,185163,70.04,18,1,58.3,5,5,1336758,364030,1
2293,32,825887,7,Salaried,High School,Single,Rent,1922414,24,1083272,363.93,22,2,49.3,7,2,544814,36683,0
2294,57,992100,26,Self-Employed,PhD,Married,Mortgage,2070103,24,72437,215.96,22,0,37.5,1,1,2029683,957797,1
2295,56,729417,26,Self-Employed,Bachelor,Single,Own,433915,12,348481,107.26,26,0,30.1,3,3,1970310,526329,1
2296,60,1083254,36,Self-Employed,Bachelor,Single,Rent,780844,24,163822,87.21,2,0,44.8,2,1,2421614,630411,1
2297,29,811768,0,Salaried,High School,Married,Own,1276362,84,768896,251.95,29,1,58.2,7,2,700957,533263,0
2298,45,753196,12,Self-Employed,Bachelor,Single,Mortgage,1407794,24,1036011,324.46,13,0,71.4,4,1,2457159,486864,0
2299,31,1178078,0,Salaried,High School,Single,Own,88877,12,974855,90.29,16,1,15.7,4,1,2640175,163274,1
2300,64,2173294,34,Salaried,High School,Divorced,Rent,1952347,60,208987,99.45,23,2,80.3,4,0,2193343,564001,1
2301,34,1949542,3,Salaried,Bachelor,Married,Rent,937043,24,515041,74.48,14,2,39.2,2,3,806783,833468,0
2302,28,869804,0,Business,High School,Single,Mortgage,1000850,48,219456,140.3,7,2,63.5,7,2,740504,113292,0
2303,48,2367403,24,Self-Employed,Bachelor,Married,Mortgage,1828868,60,514045,98.97,0,2,30.2,4,1,389314,394722,1
